region_id;iso_smaf;gr_age;annee;prob
1;1;1;2015;.0201122
1;1;1;2016;.0175651
1;1;1;2017;.0203336
1;1;1;2018;.0202282
1;1;1;2019;.0265623
1;1;2;2015;.0201122
1;1;2;2016;.0175651
1;1;2;2017;.0203336
1;1;2;2018;.0202282
1;1;2;2019;.0265623
1;1;3;2015;.0201122
1;1;3;2016;.0175651
1;1;3;2017;.0203336
1;1;3;2018;.0202282
1;1;3;2019;.0265623
1;2;1;2015;.0216385
1;2;1;2016;.0193683
1;2;1;2017;.0242677
1;2;1;2018;.0259117
1;2;1;2019;.0378129
1;2;2;2015;.0216385
1;2;2;2016;.0193683
1;2;2;2017;.0242677
1;2;2;2018;.0259117
1;2;2;2019;.0378129
1;2;3;2015;.0216385
1;2;3;2016;.0193683
1;2;3;2017;.0242677
1;2;3;2018;.0259117
1;2;3;2019;.0378129
1;3;1;2015;.0352649
1;3;1;2016;.0295105
1;3;1;2017;.0328052
1;3;1;2018;.0350698
1;3;1;2019;.0544863
1;3;2;2015;.0352649
1;3;2;2016;.0295105
1;3;2;2017;.0328052
1;3;2;2018;.0350698
1;3;2;2019;.0544863
1;3;3;2015;.0352649
1;3;3;2016;.0295105
1;3;3;2017;.0328052
1;3;3;2018;.0350698
1;3;3;2019;.0544863
1;4;1;2015;.1085009
1;4;1;2016;.10307
1;4;1;2017;.1122025
1;4;1;2018;.1248133
1;4;1;2019;.1723801
1;4;2;2015;.1085009
1;4;2;2016;.10307
1;4;2;2017;.1122025
1;4;2;2018;.1248133
1;4;2;2019;.1723801
1;4;3;2015;.1085009
1;4;3;2016;.10307
1;4;3;2017;.1122025
1;4;3;2018;.1248133
1;4;3;2019;.1723801
1;5;1;2015;.0906448
1;5;1;2016;.0812325
1;5;1;2017;.0993009
1;5;1;2018;.0911754
1;5;1;2019;.1394148
1;5;2;2015;.0906448
1;5;2;2016;.0812325
1;5;2;2017;.0993009
1;5;2;2018;.0911754
1;5;2;2019;.1394148
1;5;3;2015;.0906448
1;5;3;2016;.0812325
1;5;3;2017;.0993009
1;5;3;2018;.0911754
1;5;3;2019;.1394148
1;6;1;2015;.1218924
1;6;1;2016;.1188911
1;6;1;2017;.1174907
1;6;1;2018;.1490223
1;6;1;2019;.2220505
1;6;2;2015;.1218924
1;6;2;2016;.1188911
1;6;2;2017;.1174907
1;6;2;2018;.1490223
1;6;2;2019;.2220505
1;6;3;2015;.1218924
1;6;3;2016;.1188911
1;6;3;2017;.1174907
1;6;3;2018;.1490223
1;6;3;2019;.2220505
1;7;1;2015;.2259456
1;7;1;2016;.1845385
1;7;1;2017;.2261884
1;7;1;2018;.246978
1;7;1;2019;.3236793
1;7;2;2015;.2259456
1;7;2;2016;.1845385
1;7;2;2017;.2261884
1;7;2;2018;.246978
1;7;2;2019;.3236793
1;7;3;2015;.2259456
1;7;3;2016;.1845385
1;7;3;2017;.2261884
1;7;3;2018;.246978
1;7;3;2019;.3236793
1;8;1;2015;.3539039
1;8;1;2016;.3339245
1;8;1;2017;.3235758
1;8;1;2018;.393994
1;8;1;2019;.5580116
1;8;2;2015;.3539039
1;8;2;2016;.3339245
1;8;2;2017;.3235758
1;8;2;2018;.393994
1;8;2;2019;.5580116
1;8;3;2015;.3539039
1;8;3;2016;.3339245
1;8;3;2017;.3235758
1;8;3;2018;.393994
1;8;3;2019;.5580116
1;9;1;2015;.4128203
1;9;1;2016;.3727191
1;9;1;2017;.4107279
1;9;1;2018;.4989799
1;9;1;2019;.6368875
1;9;2;2015;.4128203
1;9;2;2016;.3727191
1;9;2;2017;.4107279
1;9;2;2018;.4989799
1;9;2;2019;.6368875
1;9;3;2015;.4128203
1;9;3;2016;.3727191
1;9;3;2017;.4107279
1;9;3;2018;.4989799
1;9;3;2019;.6368875
1;10;1;2015;.2778052
1;10;1;2016;.2741053
1;10;1;2017;.2441026
1;10;1;2018;.3081138
1;10;1;2019;.4763165
1;10;2;2015;.2778052
1;10;2;2016;.2741053
1;10;2;2017;.2441026
1;10;2;2018;.3081138
1;10;2;2019;.4763165
1;10;3;2015;.2778052
1;10;3;2016;.2741053
1;10;3;2017;.2441026
1;10;3;2018;.3081138
1;10;3;2019;.4763165
1;11;1;2015;.5467805
1;11;1;2016;.4915555
1;11;1;2017;.6444577
1;11;1;2018;.6939608
1;11;1;2019;1
1;11;2;2015;.5467805
1;11;2;2016;.4915555
1;11;2;2017;.6444577
1;11;2;2018;.6939608
1;11;2;2019;1
1;11;3;2015;.5467805
1;11;3;2016;.4915555
1;11;3;2017;.6444577
1;11;3;2018;.6939608
1;11;3;2019;1
1;12;1;2015;.5862877
1;12;1;2016;.5532085
1;12;1;2017;.5140592
1;12;1;2018;.6195123
1;12;1;2019;.9230413
1;12;2;2015;.5862877
1;12;2;2016;.5532085
1;12;2;2017;.5140592
1;12;2;2018;.6195123
1;12;2;2019;.9230413
1;12;3;2015;.5862877
1;12;3;2016;.5532085
